26	In ny wif @DJWALLAH and the Heavy Hitter crew ... shout to @freddyphh for looking real gay in the camera ... lol ...	P ^ P @ & D A N N , V P @ P V R A P D N , ! ~	negative
27	RT @RockinGreenSoap : I Flip(in ) Love @rockingreensoap ! Follow them to win a free Flip Camera ! RT Please ! http://tinyurl.com/yffv2pg #clothdiapers	~ @ ~ O R , V @ , V O P V D A N N , ~ V , U #	positive
28	@ShiedhaO well damn ! Renee still aint playin , is she ?! and neither is Jack !! @LikasParody	@ ! ! , ^ R V V , V O , & O V ^ , @	negative
29	@heydusti oh , geez , I'd have a lot more songs that way .	@ ! , ! , L V D N A N P N ,	negative
31	@wendywave1 HAHAHAH that was worded weird . I'm reading while a candle is burning in my room	@ ! O V V A , L V P D N V V P D N	negative
37	On Insurance and Hospitals : I wonder if there is a connection between the hospital system overload and the format ... http://bit.ly/d9QIc5	P N & N , O V P X V D N P D N N N & D N ~ U	negative
38	Chilling textin (?) ... To much info .. foreal you know its los ward yung squad bitch ...	V V , , P A N , ! O V L ^ ^ ^ N N ,	negative
40	Your busy schedule might not leave you a lot of room today for ... More for Scorpio http://twittascope.com/twittascope/?sign=8	D A N V R V O D N P N N P , A P ^ U	negative
43	Heres a new idea , how about i get you a spoon so you can read my ass .	L D A N , R P O V O D N P O V V D N ,	negative
46	Andy is rambling on C&C this morning - shutup and get on with it man	^ V V P ^ D N , ! & V P P O N	negative
47	@tigerlilybubu lol , where are you ? I once forgot the car completely and left home without it .	@ ! , R V O , O R V D N R & V N P O ,	negative
49	@LSal92 and yet they are a minority ... despite the election law being changed to skew things in Aoun's favor , they remain a minority	@ & R O V D N , P D N N V V P V N P Z N , O V D N	negative
51	The Newest Member of _________________ ! #yehbuddy	D A N P G , #	positive
52	@SeaNanners Hey Adam , JPizzle1122 ( the microwave dude on utube ) seems to have a good live stream for MW2 , maybe ask for his help ?	@ ! ^ , ^ , D N N P ^ , V P V D A A N P ^ , R V P D N ,	positive
53	Little Caesars Large Cheese or Pepperoni - No Limit - 2/10 for $3.99 :	A N A N & N , D N , $ P $ ,	positive
54	oh my goodness I'm emo	! D N L A	negative
55	@Din_Jee wait wait wait ... im confused ... are you there ?	@ V V V , L A , V O R ,	negative
56	RT @Arranwhisky : New #Arran #Malt #Competition just posted on : www.arranwhisky.com/Default.aspx?page=Competition Free bottle and chocolates	~ @ ~ A ^ # # R V P , U A N & N	positive
57	emm , my lip is starting to hurt :/	! , D N V V P V E	negative
58	Finally off work . Gonna go home and try to sleep whatever this is off so I can go to my other job . I hate to miss work	R A N , V V R & V P V ! O V R P O V V P D A N , O V P V N	negative
59	#TED travel off to rocky start thanks to wayward wallet . JUST made my flight , but horridly tense .	^ V T P ^ V N P A N , R V D N , & R A ,	negative
60	RT 50+ Awesome Twitter Tips to become a Pro http://ow.ly/14LjW via @virtuosoblogger	~ $ A ^ N P V D ^ U P @	positive
61	@JBieberboyyy i was thinking that i wanna make a Cake party in my house :O ! lol	@ O V V D O V V D N N P D N E , !	positive
62	http://www.youtube.com/watch?v=0TpGvMh6Uow&feature=player_embedded Check it out ! In the middle of London ! SO COOL !	U V O T , P D N P ^ , R A ,	positive
64	Mountains , trees , and beautiful cotton-ish blue sky ! I will fly ! :)	^ , N , & A N A N , O V V , E	positive
65	@justinbieber follow me ? please ... ( : your great and it would make my day . btw , i wanna shampoo your hair ;D lmao . 3	@ V O , V , , , D A & O V V D N , G , O V N D N E ! , $	positive
70	@DarrylTalley @J9Talley hi there ! Nice to see you back !	@ @ ! R , A P V O R ,	positive
75	@Aviemoron My coffin has already been reshaped as it's going with me !!!	@ D N V R V V P L V P O ,	positive
77	I went to hot power yoga and I loved it . MUCH better than Bikram to me . Power Good . Hot Good . Sweat Good . What's not to love ? #stinky	O V P A N N & O V O , R A P ^ P O , N A , A A , V A , L R P V , #	positive
78	@nicko236 Lol , well I considered posting something normal , but since when have I been normal .	@ ! , ! O V V N A , & P R V O V A ,	negative
81	It saddens my heart 2 C women with black eyes ! :(	O V D N P ^ N P A N , E	negative
82	I cant feel my feet .. that cant be good ..	O V V D N , O V V A ,	negative
83	@officialerika i hope so dude hahaha <3 . So , which subject do you have right now ? xx	@ O V R N ! E , R , D N V O V R R , E	positive
84	He's been ranting about this for years RT @eugenelee finally blogged " Business is Conducted by People , not Users " http://bit.ly/9Dt24j	L V V P O P N ~ @ R V , N V V P N , R N , U	negative
86	RT @Local76_493 : Happy Birthday to Carole King b . 1942 , Carmen Miranda 1909 ,	~ @ ~ A N P ^ ^ N , $ , ^ ^ $ ,	positive
88	going to get jubby's valentines day gift with some assistance from lee and shane :) finally got my car registered :) work monday-friday 12-4 ?	V P V Z ^ N N P D N P ^ & ^ E R V D N V E N N $ ,	positive
89	About to spend the next couple of hours of my life working for the man	P P V D A N P N P D N V P D N	negative
90	RT @BRADPIFF877 : I should of threw my self on the floor and screamed ( bro u would be gettin a fat check if u had done dat )	~ @ ~ O V P V D N P D N & V , N O V V V D A N P O V V O ,	negative
91	need to find a red all lace see thru dress ( like my black one)for my friend brian goins red && black birthday party this weekend ;; His GIFT !	V P V D A D N V D N , P D A $ D N ^ ^ A & A N N D N , D N ,	positive
92	@jimalkhalili Well deserved . Seems emblematic of a new BBC confidence unashamedly to produce docs that are pitched at more advanced level .	@ ! V , V A P D A ^ N R P V N P V V P A A N ,	positive
93	@Nyamorabu yea , that's y I'm not supposed to use it , they wanna attribute all the results to the mouthwash , without chewing gum to help it .	@ ! , L R L R A P V O , O V V D D N P D N , P V N P V O ,	negative
95	@Jesse_Son How DARE YOU I am now * your darklordwaffle PIMP now hoe work that corner * pimp slaps *	@ R V O O V R , D N N R N N P N , N V ,	negative
97	Learning about water heaters - ah the joys of home ownership - and still being single : )	V P N N , ! D N P N N , & R V A , ,	positive
99	2 cans of full fat coke and im bouncing round the place .	$ N P A A N & L V N D N ,	positive
103	PORN !?! Shit WONT be E Z my G ! Trust me i TRIED ! RT @overtheFame I think I know what I am giving up for Lent ... it won ' ... http://3.ly/3uC	^ , N V V ^ ^ D N , V O O V , ~ @ O V O V O O V V T P V , O V , ~ U	negative
105	i'm so super duper excitied right now cuz ' i'm gonna watch Harry Potter !	L R R R A R R P , L V V ^ ^ ,	positive
106	@planetjedward hey ! going to see you in dundrum on friday :) i was talking to ur mam(my teacher ) today :) NO SCHOL because im going to you :) x	@ ! , V P V O P ^ P ^ E O V V P D N N , N E ! N P L V P O E E	positive
110	RT @kgarrard : " I lift my eyes up to You , to You whose throne is in heaven . " Ps . 123:1 ... <3 // Love it . And the maker of heaven & earth :)	~ @ ~ , O V D N P P O , P O L N V P ^ , , ! , $ , E E V O , & D N P ^ & N E	positive
112	How to Succeed in the Age of Going Solo ? A great article for everyone to read in the WSJ . http://tinyurl.com/yzma3sn	R P V P D N P V A , D A N P N P V P D ^ , U	positive
114	@bfrench4 what disneyworld commercial ? he's the saints qb and is sooo cute :)	@ O N N , L D N N & V R A E	positive
115	Las year I was so stressed out I forgot I was my birthday . Didn't figure it out til 730 that night . My bad .	^ N O V R V T O V O V D N , V V O T P $ D N , D A ,	negative
118	@reevesforreal Devote yourself to prayer , being watchful and thankful . Very good verse & a great way 2 start a day ! Have a fun day in PC !	@ V O P N , V A & A , R A N & D A N P V D N , V D A N P ^ ,	positive
119	Just back from a walk with the doggies . Got caught in a hail storm - hailstones really sting when they're lashing down on your face !	R R P D N P D N , V V P D N N , N R V R L V T P D N ,	negative
120	to better understand me lol -> RT @whysogreen i'm going back to school@ doing a free 5 week automotive course ! :)	P A V O ! ~ ~ @ L V R P N V D A $ N A N , E	positive
122	@yourcitylights And Simon Peter answered and said , Thou art the Christ , the Son of the living God . Matthew 16:16 Jesus Loves you	@ & ^ ^ V & V , D N D ^ , D N P D V ^ , ^ $ ^ V O	positive
123	Bored with waiting for the iPad to come out so I've made my own out of a journos pad and some spray mount http://yfrog.com/3lg87aj	V P V P D ^ P V T P L V D N P P D N N & D N N U	negative
124	So I have come to the conclusions that there's bitches who dnt like me on here bt follow wtf I gotta say !	P O V V P D N P L N O V V O P R & V ! O V V ,	negative
125	RT @diskopo Who wants to laugh ? http://bit.ly/aBMOmR	~ @ O V P V , U	positive
126	my clothes smell like weed , vomit and chicken . and i didnt smoke . nor vomit . and most unfortunately didn't eat chicken . nice -_-	D N V P N , V & N , & O V V , & V , & R R V V N , A E	negative
127	It took 2 hours rummaging through my receipt drawer only to learn I ? d lost the receipt , isn ? t there a better way ? http://ow.ly/14Xm2	O V $ N V P D N N R P V O , G V D N , G , G X D A N , U	negative
128	@debontherocks Conferences have NEVER made me wish to have a child . EVER . What are you drinking @ said cons ??	@ N V R V O V P V D N , R , O V O V P V N ,	negative
129	I favorited a YouTube video -- Zooey Deschanel in Weeds http://youtu.be/FApZlnX_G1U?a	O V D ^ N , ^ ^ P ^ U	positive
131	@armaghetto ugh ... if i have too much of the gogo juice i get a bad stomach ache	@ ! , P O V R A P D N N O V D A N V	negative
132	Urgh i'm soo bored and tired . text . call , anything . hmm i must find things to multi task on now !	! L R A & A , N , V , N , ! O V V N P N N P R ,	negative
133	Guayadeque - Nice music player | Ubuntu Geek : Music Player with the aims to be intuitive , easy to use and fast eve ... http://bit.ly/9NLi0v	^ , A N N G ^ ^ , N N P D N P V A , A P V & A N ~ U	positive
134	@Munchkin75 wahooooo ! The ho-ness has been a bit too thin on the ground today ! x	@ ! , D N V V D N R A P D N N , G	positive
135	Headed to human resources class . Now I know why Michael hates Toby so much .	V P A N N , R O V R ^ V ^ R A ,	negative
139	I love P2P but was worried about ISPs keeping my logs . With YourPrivateVPN I don't have to worry anymore . http://bit.ly/aemTcO	O V ^ & V V P ^ V D N , P ^ O V V P V R , U	positive
142	Bab Girls Club was FunnY ass ShyT can't wait Til the reuion shw	^ ^ ^ V A N N V V P D N N	positive
143	RT @fallout : Don't forget to watch the #FalloutNewVegas teaser & RT for a chance to win a signed FNV poster http://bit.ly/fnvcon Must be 18+	~ @ ~ V V P V D ^ N & V P D N P V D A ^ N U V V $	positive
144	my moms a retard for reading my texts and thinking my most recent tweet was inapproprate	D N D N P V D N & V D A A N V R	negative
150	RT @BoomerLivingNow : Retirement : Don't Run Out of Money Before You Run Out of Time http://ow.ly/15RgI #finances #boomer #retirement	~ @ ~ N , V V P P N P O V P P N U N # #	negative
151	So I missed #BGC again this wk ... can some tell me wht happened	P O V ^ R D N , V D V O R V	negative
152	Everyone says to give up on you , but they don't see you like I do .	N V P V T P O , & O V V O V O V ,	negative
153	@zanniewee yep , sumtimes beatings or spankings ultimately lead the child 2 b more rebellious ... not me tho , my momz hitz were effective lol .	@ ! , R N & N R V D N P V R A , R O R , D N N V A ! ,	negative
154	After these shows I'm callin it a early nite , been up early and already gettin sleepy !!	P O V L V O D A N , V T A & R V A ,	negative
157	@pacificbrewnews No beer for me today either . But I am enjoying the 2008 Odonata Grenache .	@ D N P O N R , & O V V D $ ^ ^ ,	positive
162	RT @Kelsey_Grammer : So GOOGLE BUZZ is a hot topic Look at the OFFICAL GOOGLE [ Video ] - http://clicky.me/OfficialMI4 and you will LOVE it GO GOOGLE	~ @ ~ P ^ N V D A N V P D ^ ^ , N , , U & O V V O V ^	positive
163	@itsonlymichelle guess whats driving on the way to my house =)	@ V L V P D N P D N E	positive
164	and Verizon to reduce the fees they charge for their airtime , and now if they're successful w/their high speed effort , they'll create the	& ^ P V D N O V P D N , & R P L A P A N N , L V D	positive
165	@ClassCie I got one more song to finish :) then I will send it	@ O V $ A N P V E R O V V O	positive
167	RT Sorry i've been quiet on the tweetside , i'm just really into @Viewpointr right now ( http://viewpointr.com ) << its addictive .	~ A L V A P D N , L R R P @ R R , U , ~ L A ,	negative
168	just watched 10 minutes of house of payne cause I didnt want to get up and look for the remote .	R V $ N P N P ^ P O V V P V T & V P D N ,	negative
169	Having English class now , we're doing profiles to ning.com, not so different from my freetime :D	V N N R , L V N P U R R A P D N E	positive
170	@shreyaghoshal hey thats a good news . what is the name of that film .	@ ! L D A N , O V D N P D N ,	positive
171	I just fell asleep , at the most , three and a half hours ago . Why the bitch am I awake ?	O R V R , P D R , $ & D $ N R , R D N V O A ,	negative
172	Thanks again to Ken for this RT @ @KenPlume Now on FRED : @The_No_Show interview w/ James Cameron , Emperor of Everything ... http://is.gd/83OtB	N R P ^ P O V P @ R P ^ , @ N P ^ ^ , N P N , U	positive
175	RT @beedle82 : I just entered the competition to win a Samsung laptop . To enter , follow @smartaHQ & RT http://bit.ly/b4I200	~ @ ~ O R V D N P V D ^ N , P V , V @ & ~ U	positive
176	RT @matisyahu : Cool photo spread and interview in Wanted Magazine . Photos http://bit.ly/d5YFxH Interview http://bit.ly/bHAfUI	~ @ ~ A N V & N P V N , N U N U	positive
178	Today in History : 1971 Satchel Paige becomes 1st negro-league player elected to Baseball Hall of Fame . ( via @TouchByAM ) ( via @Alyssa_Milano )	N P N , $ N ^ V A N N V P ^ N P N , , P @ , , P @ ,	positive
180	RT @stillgtit : If you can't lick or stick then I must tell you #itaintthatgoodman so introduce me to your best friend <	~ @ ~ P O V V & V R O V V O V P V O P D A N ~	negative
182	@Momodel180 pssshh yal bugging I never shovel snow a day in my life !!! Lol	@ ! O V O R V N D N P D N , !	negative
183	Today has been INSANE(ly good ) . So excited for my colleagues who have done so much great work deserving of natl recognition . #NPLAN #PHLP	N V V R A , , R A P D N O V V R R A N A P ^ N , # #	positive
184	@WCooksey I'm shocked , nay appalled , to hear that you are regularly communicating with your constituents . And caught on tape ! ^	@ L A , R V , P V P O V R V P D N , & V P N , G	negative
185	@PHXPhoto thanks , we hope you enjoy it and welcome your input on what you'd like to see !	@ N , O V O V O & V D N P O L V P V ,	positive
186	Whether you like me or not i would like to take this time out of my day and let yall know i love yall	P O V O & R O V V P V D N P P D N & V O V O V O	positive
187	@MsChassMarie lol tell him i got a bottle of graduates banana flava waitin for him lmao	@ ! V O O V D N P N N N V P O !	positive
188	" Society may tolerate you , acquaintances may accept you , but friends understand you . " #quote	, N V V O , N V V O , & N V O , , #	positive
189	It appears that you have everything under control and your pos ... More for Leo http://twittascope.com/twittascope/?sign=5	O V P O V N P N & D G ~ A P ^ U	positive
190	@ElijahRead Oh okay .. So thats how you do ?.. LOL .. Copy and Paste like that ... LOL	@ ! ! , R L R O V , ! , N & V P O , !	positive
191	Home after Lucia's and Key skills this morning ; had to attend due to a guest speaker talking about Uni - got me even more excited ! Eeee :D	N P ^ & ^ N D N , V P V A P D N N V P ^ , V O R A A , ! E	positive
193	RT @OneAndOnlyZel To all my new & old friends : I know I'm behind on my THANKS 4 follows , retweets , FF's , etc . 4give the lapse . I do love ya !	~ @ P X D A & A N , O V L P P D N P V , N , N , ^ , V D N , O V V O ,	positive
194	RT @BenCooper86 Mervyn King says he can't think of any reason why the UK would lose it's AAA rating - now will George Osborne shut up ?	~ @ ^ ^ V O V V P D N R D ^ V V L ^ N , R V ^ ^ V T ,	negative
197	And obviously not forgetting the fact I'm gonna feel 122356325x worse :| Oh well ...	& R R V D N L V V $ A E ! ! ,	negative
198	formspring.me - what would you like for valentine ? s day ? yummy truffles , stargazer lillies , a donation to ... http://tumblr.com/xev6brjhk	U , O V O V P ^ , G N , A N , ^ N , D N P ~ U	positive
200	@YoungMac24 that's the only game you have ?	@ L D A N O V ,	negative
201	Even When Shit Get Hard - Im Going To - Make Sure That Im Around To Hold You [ DOWN ] - I`ll Never Leave Ya Side Until Tha Day I Die .	R R N V ^ , L V P , V A P L P P V O , R , , L R V D N P D N O V ,	positive
203	why do Hong Kong people like to have their air cons on SUPERCOLD !?!?! man , i need some socks or something !!!!	R V ^ ^ N P P V D N N P ^ , N , O V D N & N ,	negative
204	RT @parismostwanted Check out @ParisMostWanted on IT'S MY TIME and VOTE for us :) http://casting.benetton.com/users/8081-paris-most-wanted	~ @ V T @ P L D N & V P O E U	positive
205	@sononchalant what happened to snow at 6 pm ? http://myloc.me/3G5Mk	@ O V P N P $ N , U	negative
206	Thank you @god for rewarding me for my crazy day . The guy at Subway gave me a free cookie , but this is muuuuch better !	V O @ P V O P D A N , D N P ^ V O D A N , & O V R A ,	positive
207	i can feel that theres a growing pimple on my nose :(	O V V O V D N N P D N E	negative
208	Great sunny days with @tetongravity in the beauty mountains of BC ... crew was sending !	A A N P @ P D N N P R , N V V ,	positive
210	@itsBreezeBaby whats that ?? you no me im at work = (	@ L O , O D O L P N , ,	negative
211	Found some cool free twitter backgrounds @ http://www.onixbee.com check it out !! #backgrounds #twitter	V D A A ^ N P U V O T , N #	positive
214	@XGlitr_ObsesdX for sme reason my eyes burn too idk	@ P D N D N V R L	negative
215	Sama2 sayang ? ? @NengMeryl : Great wednesday ? thanks to @padoeka @chiemuw @ImadhMadum et all to be the part of my superb day :)	G G , , @ ~ A N , N P @ @ @ V D P V D N P D A N E	positive
216	RT @tokyodymond_HLE : ii am leaveinq ; n imma delete my twitter ; n who wants my photoshop ? <--- ill take it :)	~ @ ~ O V A , & L V D ^ , & O V D N , G L V O E	negative
217	" I pray also that the eyes of your heart may be enlightened in order that you may know the hope to which he has called you ... " Eph 1:18	, O V R P D N P D N V V A P N P O V V D N P D O V V O , , ^ $	positive
218	RT @wandafay : avoid-an-audit-6-red-flags-you-should-Know http://icio.us/i420ea	~ @ ~ V U	negative
219	fuel-consumption data indicates weak growth http://bit.ly/bQL91T I First we had rail traffic data : Now we have this and with MSM spin , too	N N V A N U O A O V N N N , R O V O & P ^ V , R	negative
221	Pressure mounting at Sunderland : Lorik Cana : Sunderland's winless run extended to 12 games following 1-1 ... http://bit.ly/dBAMHd telegraph	N V P ^ , ^ ^ , Z A V A P $ N V $ ~ U N	negative
223	Makin ' birthday macaroons that I shall drizzle with caramel sauce . Oh yeah . I do shit up BIG .	V , N N P O V N P N N , ! ! , O V N P ^ ,	positive
225	@indu666 heh me too actually ... tho kannur i still kinda alive cause a close uncle lives there .. had been thr last week for theyyam \m/	@ ! O R R , R R O R R A P D A N V R , V V D A N P O E	positive
228	Ground is covered in snow outside but spring is in full bloom in attica's kitchen we are pouring beautiful hyacinth soy candles for the shop	^ V V P N P & N V P A N P Z N O V V A N N N P D N	positive
229	@mrmoneyman i don't like bein stuck in the house i'd rather go to class	@ O V V V V P D N L R V P N	negative
230	@MizLadyLipz girl bye .. yuh kno not ... #bgc jux came on and tha > otha otha < iznt gonna miss that ... do yuh watch it ??	@ N ! , O V R , # R V T & D G A A ~ V V V O , V O V O ,	positive
231	I am so pissed ! me and my boyfriend broke up today ! i broke up with him for the recorde !	O V R A , O & D N V T N , O V T P O P D N ,	negative
233	@danicapatrick is CSI investigating brakes tampering , or a little nitro in the engine ? Gd luck in Nationwide race #nascar	@ V ^ V N N , & D A N P D N , A N P ^ N #	negative
234	@jamesw650 omfg I cannot believe you just tweeted that ? Are you effn serious with me ?!	@ ! O V V O R V O , V O R A P O ,	negative
235	Ninjas got mills$ I just want a couple too ... So bad bout to cry ? me a 50 ? juice ?... @Chip216	^ V N O R V D N R , R A P P V , O D $ , N , @	negative
236	@judybopp LOL ohh i think i lost someone today realized it wasnt meant to be and hurts	@ ! ! O V O V N N V O V V P V & V	negative
237	RT @nrodovsky : RT @kimjack61 : @lightxxx There are people on here just waiting to help .. never underestimate twitter warriors 4 Haiti !	~ @ ~ ~ @ ~ @ X V N P R R V P V , R V ^ N P ^ ,	positive
239	you guys are so stupid , seriously . fighting over people you will NEVER get . HAHA .	O N V R A , R , V P N O V R V , ! ,	negative
240	i don't understand . i really don't . this course feels wrong , hospital radio isn't right , and i'm not happy .	O V V , O R V , D N V A , N N V R , & L R A ,	negative
241	ArcelorMittal posts $1.68 billon loss for 2009 http://nxy.in/kemfi	^ N $ ^ N P $ U	negative
243	RT @HeavyHand Where is the , where is the , where is the TOILET TISSUE ???? FUCK!!!!!!<~~~it's OK , you've been blessed with 2 hands .. pick 1	~ @ R V D , R V D , R V D N N , L A , L V V P $ N , V $	negative
244	@craigjettech but I really not like the spring in Macau , it's too wet !!	@ & O R R P D N P ^ , L R A ,	negative
246	fresh out the shower ; currently watchinq the Steve Wilkos Show .	A P D N , R V D ^ ^ ^ ,	positive
248	@CNN Darkeness in the shadows of DC . Bethesda , MD has no power for 4 days .. snow , 30 inches , unploughed .. is this the new America ? RT	@ N P D N P ^ , ^ , ^ V D N P $ N , N , $ N , A , V O D A ^ , ~	negative
250	I just entered to win a Skooba Design Messenger Bag ! Follow @anyluckyday ( daily contests ) and comment to win http://bit.ly/cizppc	O R V P V D ^ ^ ^ N , V @ , A N , & V P V U	positive
251	Hot Deal ! Me to You Love You ? 4 off from H Samuel http://tinyurl.com/yzl4s89	A N , O P O V O , $ T P ^ ^ U	positive
255	@molesworth_1 bit of both with a meeting thrown in for good measure . What time you off down the track ?	@ N P O P D N V P P A N , O N O R P D N ,	positive
256	thanks snowmageddon for getting me out of tomorrow's test ! you're the best ( until shoveling time comes , that is . )	N ^ P V O P P S N , L D A , P V N V , O V , ,	positive
259	RT @rmccue : My school has an SQL injection bug in their site . Gotta love being a better programmer than the professionals .	~ @ ~ D N V D N N N P D N , V V V D A N P D N ,	positive
261	i love usher 2 ! RT @bianca4life : i love Usher like @Jazzylamby love Bow Weezy ! so damn serious i've been playin his ish ova and ova all day !	O V ^ $ , ~ @ ~ O V ^ P @ V A ^ , R R A L V V D N P & V D N ,	positive
262	@mckeay First aid isn't possible - you need a fresh start - reanimating a corpse is not first aid .	@ A N V A , O V D A N , V D N V R A N ,	negative
264	I hate Lloyds Bank . They want me to phone them up everytime I want to do something . I fact I hate banks in general .	O V ^ ^ , O V O P V O T R O V P V N , O N O V N P A ,	negative
265	RT @RevRunWisdom : Dbl check who ur hangin with :: Many ppl think they're wise ,, because they're hanging with idiots ( who u wit ? )	~ @ ~ ^ V O L V P , A N V L A , P L V P N , O O P , ,	negative
266	RT @Idothat2 : " Are You OK ? " I'M CRYING MY EYES OUT DO I LOOK F-ING OK !?! #idothat2	~ @ ~ , V O A , , L V D N P V O V R A , #	negative
268	Pretty dope funk thing by my boy @arch_typ => Hands to Hats : http://lnk.ms/5tzdM	R A A N P D N @ G N P N , U	positive
269	Your relationships are likely to be more satisfying now as lov ... More for Pisces http://twittascope.com/twittascope/?sign=12	D N V A P V R A R P N , A P ^ U	positive
272	RT @AbonThoughts : Fist pumping my small Asian ass off at Bogies with Pauly D ! The ladies call me The Predicament . Holla at cha boy Snooki !!!	~ @ ~ N V D A A N P P N P ^ ^ , D N V O D N , V P ^ N ^ ,	positive
274	Breaking news : British fashion designer McQueen found dead at 40 ( AP ): AP - His runway shows were often like perf ... http://bit.ly/bWSSop	V N , A N N ^ V A P $ , ^ , ^ , D N V V R P N ~ U	negative
277	@lingchung She picks such great songs to cover too . Her Death Cab cover has me melting right now . I need to learn to play the guitar .	@ O V R A N P V R , D N N N V O V R R , O V P V P V D N ,	positive
280	@XmeganXOXO Yes , met them all at Gridlock and for 3 days at NAMM . All of them are very nice and love their fans . The acoustic set- amazing !	@ ! , V O D P N & P $ N P ^ , D P O V R A & V D N , D A N A ,	positive
281	RT @Do_Over : RT @blacknbling @do_over the " Do Lover " on Valentines Day ?!! Can I get a HELL YEAH , people !!!?!!! #pumped	~ @ ~ ~ @ @ D , V N , P ^ N , V O V D N ! , N , V	positive
283	Bouta leave tysons and head to my herndon salon and get my nails toes wax did hayyyyyyyy =)	P V ^ & N P D ^ N & V D N N N V ! E	positive
286	the snow keeps falling here . I will have to shovel again soon .. http://tweetphoto.com/11026757	D N V V R , O V V P V R R , U	negative
287	@feltique Its a very sad loss especially to the fashion industry	@ L D R A N R P D N N	negative
288	@thatgirlizfancy http://tinychat.com/ayobitch fuck yo room drizzy .. errybody thats in there come joint us = ]	@ U V D N N , N L P R V V O , ,	negative
289	Thanks for nothing Mr. President : To the Editor :	N P N ^ ^ , P D N ,	negative
290	Video : luckyshirt : I ? m a huge fan of movie scores . Big , dramatic , heart wrenching soundtracks . Thanks for ... http://tumblr.com/xvf6c6763	N , N , O , V D A N P N N , A , A , N V N , N P ~ U	positive
293	off to a wack place i call school .	R P D A N O V N ,	negative
294	#WhatsWorseThan dog shit on yo shoe and u track it in yo house	# N N P D N & O V O P D N	negative
295	RIP Alexander McQueen . I can't believe this . :(	G ^ ^ , O V V O , E	negative
296	The ' Miss Me Yet ? ' billboard . My answer would be absolutely not . http://ow.ly/16oVf	D , V O R , , N , D N V V R R , U	negative
299	If he ever sees that I blipped it ; He'll know ! But , it applies to me too ! ? http://blip.fm/~krhnh	P O R V P O V O , L V , & , O V P O R , , U	negative
300	Porsche 911 GT3 RS Hybrid http://bit.ly/ctJypB ( via @joshuabaer ) // me likey . but , they need to pick up the pace on production cars .	^ $ N N N U , P @ , , O V , & , O V P V T D N P N N ,	positive
301	@BossCampbell Just drink a bottle of bleach and stop bothering people .	@ R V D N P ^ & V V N ,	negative
304	RT @MONALISALUV #petpeeve the belief that material possessions make you better than the next person .	~ @ # D N P N N V O A P D A N ,	negative
307	Watch Samson & Delihja ( stop motion i made today ! ) on Vimeo ! http://vimeo.com/9374223	V ^ & ^ , V N O V N , , P ^ , U	positive
308	like how you guys think that my thesis topic is boring . i mean , i already know it is . no need to keep telling me repeatedly .	P R O N V P D N N V A , O V , O R V O V , ! V P V V O R ,	negative
